corpID,locale,corpName,zip,address,city,enrollment,teacher_count,locale_size
9980,City,Steel City Academy,46547,2650 West 35th Avenue,Gary,443,,Small
9960,City,Success Academy Primary School,46548,3408 Ardmore Trail,South Bend,609,33,Midsize
1560,Rural,Sunman-Dearborn Com Sch Corp,46549,1 Trojan Place Ste B,St Leon,3680,203,Distant
7775,Rural,Switzerland County School Corp,46550,1040 W Main St,Vevay,1522,92,Distant
3460,Rural,Taylor Community School Corp,46551,3750 E CR 300 S,Kokomo,1292,78,Fringe
6350,Rural,Tell City-Troy Twp School Corp,46552,837 17th St,Tell City,1425,84,Fringe
9835,City,The Bloomington Project School,46553,349 S Walnut St,Bloomington,279,15,Small
9460,City,Thea Bowman Leadership Academy,46554,975 W 6th Ave,Gary,1086,66,Small
9740,City,Thurgood Marshall Leadership Acad,46555,7910 South Anthony Blvd ,Fort Wayne,117,7,Large
9350,City,Timothy L Johnson Academy,46556,4625 Werling Dr,Fort Wayne,316,15,Large
9195,,Timothy L. Johnson Academy Middle ,46557,4625 Werling Drive,Fort Wayne,54,3,
9940,City,Tindley Collegiate Academy,46558,3960 Meadows Dr,Indianapolis,276,20,Large
9425,City,Tindley Genesis Academy,46559,3960 Meadows Dr,Indianapolis,211,15,Large
9945,City,Tindley Renaissance Academy,46560,3960 Meadows Dr,Indianapolis,399,23,Large
9430,City,Tindley Summit Academy,46561,3960 Meadows Dr,Indianapolis,260,16,Large
7865,Rural,Tippecanoe School Corp,46562,21 Elston Rd,Lafayette,13367,732,Fringe
4445,Rural,Tippecanoe Valley School Corp,46563,8343 S SR 19,Akron,1783,114,Distant
7945,Town,Tipton Community School Corp,46564,1051 S Main St,Tipton,1548,101,Fringe
7935,Rural,Tri-Central Community Schools,46565,4774 N 200 W,Sharpsville,773,49,Fringe
8535,Rural,Tri-County School Corporation,46566,105 N 2nd St,Wolcott,700,53,Distant
4645,Town,Tri-Creek School Corporation,46567,19290 Cline Avenue,Lowell,3303,174,Fringe
4915,Rural,Tri-Township Cons School Corp,46568,PO Box 249,Wanatah,378,33,Distant
5495,Rural,Triton School Corporation,46569,100 Triton Dr,Bourbon,927,54,Distant
8565,Town,Twin Lakes School Corp,46570,565 S Main St,Monticello,2431,152,Distant
7950,Rural,Union Co/Clg Corner Joint Sch Dist,46571,107 S Layman St,Liberty,1294,80,Distant
6795,Rural,Union School Corporation,46572,8707 W US Hwy 36 PO Box 148,Modoc,3371,76,Distant
6530,Rural,Union Township School Corp,46573,599 W 300 N Suite A,Valparaiso,1452,92,Fringe
7215,Rural,Union-North United School Corp,46574,22601 Tyler Rd,Lakeville,1223,73,Distant
9095,,Urban ACT Academy,46575,1250 E Market Street ,Indianapolis,345,22,
6560,Suburb,Valparaiso Community Schools,46576,3801 N Campbell St,Valparaiso,6286,333,Large
9080,,Vanguard Collegiate of Indy,46577,PO Box 681313,Indianapolis,57,6,
8030,City,Vigo County School Corp,46578,PO Box 3703,Terre Haute,14722,787,Small
4335,Town,Vincennes Community School Corp,46579,1712 S Quail Run Road,Vincennes,2737,166,Remote
9935,City,Vision Academy,46580,1751 E Riverside Drive,Indianapolis,429,22,Large
2285,Town,Wa-Nee Community Schools,46581,1300 N Main St,Nappanee,3060,172,Fringe
8060,Town,Wabash City Schools,46582,189 W Market St  PO Box 744,Wabash,1581,88,Distant
8130,Suburb,Warrick County School Corp,46583,PO Box 809,Boonville,10242,567,Midsize
4415,Town,Warsaw Community Schools,46584,PO Box 288,Warsaw,6983,386,Distant
1405,Town,Washington Community Schools,46585,301 E South St,Washington,2570,135,Remote
4345,Rural,Wawasee Community School Corp,46586,1 Warrior Path - Bldg 2,Syracuse,2939,198,Fringe
1885,Rural,Wes-Del Community Schools,46587,10290 N CR 600 W,Gaston,877,58,Fringe
6630,Rural,West Central School Corp,46588,PO Box 578,Francesville,758,51,Remote
0940,Suburb,West Clark Community Schools,46589,601 Renz Ave,Sellersburg,4643,261,Large
7875,City,West Lafayette Com School Corp,46590,1130 N Salisbury,West Lafayette,2411,151,Small
6065,Rural,West Noble School Corporation,46591,5050 N US 33,Ligonier,2305,143,Fringe
8220,Rural,West Washington School Corp,46592,8026 W Batt Rd,Campbellsburg,872,58,Distant
0615,Rural,Western Boone Co Com Sch Dist,46593,1201 N SR 75,Thorntown,1710,91,Distant
3490,Rural,Western School Corporation,46594,2600 S 600 W,Russiaville,2701,156,Fringe
8355,Town,Western Wayne Schools,46595,PO Box 217,Pershing,949,55,Distant
3030,Suburb,Westfield-Washington Schools,46596,1143 East 181st Street,Westfield,8119,428,Large
4525,Rural,Westview School Corporation,46597,1545 S 600 W,Topeka,2243,146,Distant
2980,Rural,White River Valley School District,46598,PO Box 1470,Switz City,804,50,Distant
4455,Rural,Whitko Community School Corp,46599,"710 N SR 5, Suite B",Larwill,1360,78,Distant
8665,Rural,Whitley County Con Schools,46600,107 N Walnut St,Columbia City,3609,198,Fringe
1910,Suburb,Yorktown Community Schools,46601,2311 S Broadway St,Yorktown,2645,132,Small
0630,Suburb,Zionsville Community Schools,46602,900 Mulberry St,Zionsville,7301,383,Large
